"","OneDENL","TwoDENLCV","TwoDENL","ScanOneDENL","ScanTwoDENL","HeterogeneityIndex","TotalLacunarity","RH25","RH98","CR","fsg","ch","cbh","uh","ID"
"16",5.06916064669492,0.719853114413084,4.44862865835675,18.1493422317189,16.248421501751,0.90247039648138,22.5889382572473,4.12761194029851,9.11491044776119,0.547158256358697,1.75,9.5,6.5,2.5,1011
"17",5.43510118524312,0.716009652619823,4.74895992028199,19.1562196881478,17.7730786240733,0.892326991950412,16.9060683100685,4.96123633879781,10.3520355191257,0.520747747664526,2.5,10,6.75,2.5,1012
"18",5.82079675802772,0.658035574940144,5.10304174841311,18.4201079560329,16.7078769716733,0.868194988815824,23.7574231641658,4.65003178639542,10.4933248569612,0.556858112201624,2,9.75,6.5,2.75,1013
"19",6.35996445113022,0.64857966332669,5.59088210453416,18.4647054378474,17.088277635025,0.844704911654893,41.1827338013676,4.63439671509792,10.888427037271,0.574374085509834,2.5,10.25,7,3,1014
"20",6.73418965682899,0.606541719804457,5.9025043444635,18.5943153404444,17.2504007304409,0.833586380871116,27.1713377555477,4.85588752196837,11.6065377855888,0.581624803910286,2.75,10.75,7,3,1015
"21",6.69170348632493,0.607353015113466,5.86858660925291,18.3110451817471,16.9745793865994,0.829828011547178,41.245148673145,4.7485549132948,11.3956300578035,0.583300362576873,2.5,10.5,6.75,2.75,1016
"22",5.16542435086704,0.721586512885239,4.54464742044253,17.6029776102484,15.731761154066,0.901745497874275,18.2173423633175,4.07744665194996,9.013097866078,0.547608745346483,1.75,9.5,6,2.5,1017
"23",5.55869534387671,0.715842007501483,4.89340553546,18.2880740159967,16.5179908172398,0.878623969981082,24.4413049944886,4.25741106719368,9.66052700922266,0.559298259491513,2.25,10,6.75,2.75,1018
"24",5.74011792255958,0.677740299861254,5.00873447174576,18.4191833228386,16.8894676531006,0.879865769586192,21.8382843299302,4.71983606557377,10.3636459016393,0.544577640883391,2.5,10,6.5,2.5,1019
"25",5.40727260064417,0.613900787619466,4.83671647135759,14.875195429866,13.105594858952,0.890837946611543,25.2455497251495,4.29925431711146,8.85073783359498,0.514249049294775,1.25,7.75,4.75,3,102
"26",5.91910645920662,0.666819443010444,5.20495889357185,17.1403458092146,15.5432694924601,0.872794237733316,21.6417452259337,4.38100649350649,9.99575324675325,0.561713221069207,2,9.75,6.25,2.75,1020
"27",6.2889196216111,0.627692766852108,5.52631328826889,17.9809762950514,16.3885543476516,0.846254191448423,27.9107363124998,4.60641100702576,10.8238992974239,0.574422222486669,2.25,10,6.5,2.75,1021
"28",6.65431109131206,0.611506024550421,5.84342386176674,17.4503534608457,15.864253972143,0.829787348596409,33.0899200109219,4.57856325128792,11.0541156267888,0.585804653590547,2.5,10.5,6.5,3,1022
"29",5.11837664883391,0.730047154491388,4.50284474555186,17.2369199694955,14.6000424346136,0.908764513490228,32.6939736904524,3.83921644685803,8.61936384794414,0.554582389769548,1.75,9.25,6.25,2.25,1023
"30",5.6630473772377,0.673470964989084,4.95285253442277,17.6352407536397,15.826087823531,0.841514274404459,80.3084994152604,4.23941532258065,9.70083333333333,0.562984418254723,1.75,9.75,6.25,2.75,1024
"31",6.289747610625,0.632902540408278,5.53219071412972,17.0552577662921,15.3158872953789,0.841777120488771,30.81770244209,4.26865671641791,10.275152238806,0.584565112301056,1.75,9.75,6,3,1025
"32",6.4878302864212,0.616469261992979,5.67920073196798,19.2509547714828,18.1586459992792,0.809509693517273,40.6001153445507,5.60733844468784,12.4033515881709,0.547917479817666,2.5,10.25,6.75,2.75,1026
"33",6.84113105026782,0.567097949708713,6.00443098574039,18.1776011081016,16.7604124566106,0.802894177734938,32.2701009379459,4.75161290322581,11.6534731182796,0.592257788300687,2,10,6.5,3.25,1027
"34",7.03871444864198,0.577962454487018,6.14551273561287,19.1454582546746,17.9312309313524,0.800325184096277,29.8838033918753,5.19522019334049,12.5954350161117,0.587531499571478,3,11,7.5,3.25,1028
"35",8.30667786678287,0.517550104562074,7.28327651406094,18.9731396572462,17.6386511875418,0.738819510031758,36.5933814593881,4.85379746835443,13.377964556962,0.63717967350807,2.5,11.25,8,4.25,1029
"36",5.82750318339649,0.582466681424905,5.19262016567466,14.6588933403345,12.9657291695924,0.86255616783631,23.9820098174987,4.02251344086022,9.07005376344086,0.55650610836796,1.25,8,5.25,3.5,103
"37",8.22324129667677,0.483721142160919,7.20681128056977,18.4806251503001,17.1615240092608,0.736284260008281,43.0980489962265,4.84292929292929,13.1221515151515,0.630934813750825,2.75,11.25,7.5,4,1030
"38",9.04994790821446,0.459226691741302,7.92029661289131,19.1890370956047,18.0929672320311,0.709307285406578,41.544647571346,5.18646823411706,14.283791895948,0.636898362010696,3.5,13.75,8.5,4.25,1031
"39",5.89917982430299,0.664100121816536,5.16738010619121,18.3824514334664,17.1057672644706,0.850808656372412,26.8793620480098,4.91307645631068,10.8218446601942,0.546003790427488,1.75,9.75,6,2.75,1032
"40",6.20614051807922,0.599253038506819,5.43718579824885,17.811354468768,16.4693037263395,0.830099805003148,30.0974063195712,4.87934472934473,11.1906210826211,0.563979095233391,2.25,10,6.25,2.75,1033
"41",6.42846249125423,0.610840479535092,5.60805717878369,18.0862583270721,16.676974464097,0.826667095782457,27.4411628049928,5.02533222591362,11.5620044296788,0.565358043540102,2.25,10.25,6.75,2.75,1034
"42",6.9627035843992,0.598473480000189,6.06263142815443,19.5310241126585,18.6026946953645,0.807582141265906,25.7798572456187,5.67095391211147,12.94961414791,0.562075452802063,3.75,13.25,8,2.75,1035
"43",7.57290684539129,0.513405010969409,6.60597267692137,18.9575460746224,17.9582803070687,0.772860734215129,35.0507345087439,5.22646145887222,13.0373512674599,0.599116311921655,2.75,11,7.5,3.5,1036
"44",8.35486012437187,0.481285852890241,7.36503704187802,18.208119881082,16.8684801360409,0.73182223560403,38.5536209701631,4.71981227803146,13.1143886352106,0.640104284742689,2.5,11.25,7.75,4,1037
"45",8.55674469112815,0.475468397477672,7.51248260888105,18.4627586856438,17.1738687043165,0.712726798969735,50.3898121759314,4.86655827913957,13.4366683341671,0.63781510727888,2.75,11.75,8,4.25,1038
"46",8.76668480931357,0.468783540465014,7.69500510542684,18.4930728666311,17.1732543120323,0.718637017987777,39.37249707009,4.9613453815261,13.6980220883534,0.637805710231375,2.75,12.5,8,4,1039
"47",5.87173142815451,0.592105936018692,5.24240826915471,14.969724528381,13.3989639254589,0.858397799611307,26.8917847103418,4.23787492022974,9.36564135290364,0.547508306100589,1.25,8.25,5,3.25,104
"48",9.60815062741655,0.407961103921118,8.48784103887689,18.2777438131487,16.8729253877505,0.672893508926328,46.9503232991772,4.3810703666997,13.8951139742319,0.68470425108968,2.75,11.75,8.25,4.5,1040
"49",5.6153897801371,0.697874172110454,4.90899212802957,18.6766352396567,17.1827351194269,0.868696698708917,30.4618283371372,4.84175968483257,10.6226526592252,0.544204273625783,2.5,10,7,2.75,1041
"50",6.00824718639858,0.630348053542895,5.27058754727277,17.6224540161957,16.3252269192669,0.854459220263659,23.7312972973084,4.60356280193237,10.6773671497585,0.568848505688361,2.25,10,6.25,2.5,1042
"51",6.60879695969673,0.600575658065779,5.7946222822642,18.1596246844552,16.6638000982773,0.818800878445194,36.3588611797359,4.71966704288939,11.3956659142212,0.585836661199458,2.25,10.25,7,3.25,1043
"52",7.06325182037849,0.566408339435411,6.19976347907616,18.2690191677518,16.7852297371281,0.794052961383599,35.3810138990738,4.89186295503212,11.9331156316916,0.590059871535943,2.25,10.25,7,3.75,1044
"53",7.7649485108475,0.542736218093056,6.8163839866187,18.2664238808972,16.8239151519414,0.759383265080026,40.7616975081677,4.64427029804728,12.4948406988695,0.628304961225517,2.5,10.75,7.25,3.75,1045
"54",8.38436713881859,0.47861291596647,7.38306903365342,18.148957700322,16.6517225199401,0.725375131410898,43.0090653912409,4.74221496735309,13.0338724259166,0.636162238482276,2.25,10.75,7.25,4,1046
"55",8.49692523510873,0.501600859476665,7.4320617938566,18.4435597625442,17.2058687478571,0.733632798786232,37.5287236687627,4.88340070742799,13.3974229408792,0.635497010956682,2.75,11.5,8,4,1047
"56",8.84211720846223,0.462796392694207,7.77907043657426,18.3032967321705,16.8322873873556,0.706653325406819,45.6219342767104,4.71148957803762,13.4125368581596,0.648724948317935,2.75,11.5,8,4.25,1048
"57",9.29240334136414,0.453629223057011,8.1514497903943,19.1712542707421,18.1830209341035,0.690138908232522,45.643502956629,5.14154228855721,14.5489651741294,0.646604261745035,3.25,14,8.75,4.25,1049
"58",6.55533108932154,0.536479521263509,5.8428953356603,15.2823404335432,13.5224238391967,0.795656363958123,52.3582550599767,4.03978524229075,9.91392070484581,0.592513863832283,1.25,8.75,5.5,3.75,105
"59",9.72756446875597,0.417326116608187,8.5566319599908,18.5658069066674,17.1775657858304,0.674543333958588,46.4085635699373,4.80596830113918,14.3253888063398,0.664513936332934,3,13,8.25,4.25,1050
"60",10.2901673176052,0.391185607541691,9.08500761908489,18.8188834140284,17.6766061654942,0.644641891013587,54.5834718733004,4.86918316831683,14.9367920792079,0.67401412950678,3,14.5,9.25,5.25,1051
"61",5.71025560736652,0.653670893210444,5.0045944628145,18.1963138005291,16.8263239820279,0.868802032204105,24.0132271510739,4.87120723047127,10.6049063912201,0.54066475923784,2,9.75,6,2.5,1052
"62",6.26632160027085,0.639206830449932,5.47403251461202,18.7637710337962,17.4057481717124,0.839674266042932,28.8687839697155,5.10583185316755,11.5329307282416,0.557282361831541,2.75,10.5,7,2.75,1053
"63",6.6072319327131,0.602290019848397,5.77915050661227,18.3856693789618,16.9822130274018,0.826721721791881,26.7057129741453,4.88062678062678,11.4958746438746,0.575445372203382,2.25,10,6.75,3.25,1054
"64",6.893208545497,0.579205340870348,6.03995214115724,18.112083764115,16.5130821657341,0.798437425102179,38.1375045620779,4.93872549019608,11.9471895424837,0.586620311611011,2,10,6.75,3.75,1055
"65",7.36834590983385,0.553892576335006,6.44464228262285,18.994291926864,17.7436596885806,0.785739629939854,32.0008276622947,5.14626666666667,12.6906346666667,0.59448311279625,2.75,10.75,7.25,3.5,1056
"66",7.8856397943927,0.526852491534069,6.91844036335505,18.1910591777379,16.807638185718,0.757380667614133,67.1767275677616,4.75626666666667,12.6948586666667,0.62533913991848,2.5,10.75,7.25,3.5,1057
"67",8.13548628014307,0.495291438336196,7.13078845008116,18.627807190668,17.2987578687745,0.744504449135497,38.7016967739037,5.06594936708861,13.3229063291139,0.619756437375963,2.75,11,7.5,3.75,1058
"68",8.82772213683092,0.457390085279144,7.76393390994825,18.2296791127782,16.8629988721644,0.706680909021429,45.2616647951206,4.69281781781782,13.5316616616617,0.653197224764076,2.75,11.75,8,4.25,1059
"69",6.46977886615145,0.543528314940694,5.73859788821327,16.2443190379011,14.5992943606798,0.800956206208215,53.5503608216666,4.22859154929577,10.2654873239437,0.588076881705087,1.25,8.5,5.5,3.5,106
"70",8.83653217725274,0.465469554312675,7.76429695265699,18.5552589266068,17.369026858701,0.721809262821391,41.310948076141,4.71764408493428,13.5045500505561,0.650662623539982,2.75,12,8,4.25,1060
"71",9.52882926269925,0.424892500625936,8.3763829366997,18.7341281133717,17.5884883458712,0.684474879650021,46.5704277675448,4.9931693989071,14.3433879781421,0.651883543377882,3,13.5,8.5,4.25,1061
"72",9.87938058350519,0.420582364716294,8.70236204695375,18.6079548205181,17.4127689429733,0.665894753954705,49.1500621610812,4.86080947680158,14.4563770977295,0.66376019081814,2.75,13.25,8.25,4.5,1062
"73",10.2159097285776,0.404434530811514,9.03969925483918,18.3553000296975,17.1817455171087,0.649855136733618,46.6975141736345,4.6654284299158,14.5392075284794,0.679113980540057,3,14.5,8.75,5,1063
"74",5.69808252140474,0.671135241589258,5.0084617276081,17.2824658544825,15.5788598270271,0.866187086024148,37.7554188749687,4.43469656992084,9.99751978891821,0.556420325885576,1.75,9.75,6.25,3.25,1064
"75",6.4400887450067,0.625171850751914,5.63067900159721,18.7181888104592,17.2672777025554,0.833162113212621,33.3304592463661,4.85478596908442,11.331272294887,0.571558617360645,2.25,9.75,6.75,3,1065
"76",6.50348832853065,0.598591611277041,5.68405928768317,18.4291802200912,17.1131967226087,0.830395177984466,33.76413382396,5.09590829947766,11.6541497388276,0.56273873138082,2.5,10.5,6.75,3,1066
"77",6.59847037592483,0.608222775701082,5.74789971418126,19.3567010748257,18.3574959296787,0.819400425072672,35.509020226885,5.66914191419142,12.5768206820682,0.549238869066936,3.5,11.5,7.25,2.5,1067
"78",7.53489294187379,0.566558794003052,6.58826737835095,18.5508232179841,17.0991092902102,0.786277840291586,34.098709876064,5.04700969827586,12.6972306034483,0.602510984016845,3,11,7.5,3.25,1068
"79",7.72866813610504,0.534652974183269,6.74684682548706,18.9897142274524,17.8047368478062,0.769611514715328,37.3070621675858,5.49909560723514,13.4414366925065,0.590884833739472,3.75,13.25,8,3.25,1069
"80",7.47453276058085,0.479370764394417,6.66923729926722,14.9929016308296,13.270548582412,0.767581186368156,33.2050514989205,3.7015873015873,10.555746031746,0.649329636156942,1.25,9.5,6,4,107
"81",8.42360975301981,0.507347300006308,7.39436815618583,19.0229928646036,17.8746170461277,0.74354610430758,37.9626690097979,4.9266975308642,13.5772016460905,0.637134539260319,3,13.25,8.25,4,1070
"82",9.0935488866421,0.46505673029633,8.0039274120521,18.7229111234071,17.4464392904421,0.711181852819541,41.5124188433985,4.93381240544629,13.967907211296,0.646775115927441,3,12.5,8.5,4.5,1071
"83",9.08235222227075,0.483251440609969,7.98614547324761,18.6189984286779,17.3268212968378,0.716707089977732,40.8907437892845,4.91743236345074,13.776875957121,0.643066223521522,2.75,13,8.25,4.25,1072
"84",9.63770481735939,0.450584377215992,8.45134798173809,19.4555289603447,18.457786698627,0.684492519273749,46.2251322353686,5.05477738869435,14.7677138569285,0.657714292295633,3.25,14.5,9.25,4.75,1073
"85",9.75508133130128,0.424801220660492,8.58784866219259,18.6787859138608,17.3306885535559,0.678444062251927,43.9248457901941,4.77142149578999,14.3366518078257,0.667187181515735,3,13.25,8.5,4.5,1074
"86",9.98923511311064,0.404925733581438,8.80666668086707,18.5739877909535,17.4188815022146,0.667693386802616,44.1189481152619,4.81974727452924,14.5960852329039,0.669791783370509,3,14,8.75,4.75,1075
"87",5.3787712380578,0.695861920380379,4.71484860229772,18.0375856767589,16.1891902039822,0.887552854996536,33.2042141026233,4.51679362880886,9.78373961218837,0.538336688439465,1.75,9.5,5.75,2.5,1076
"88",5.8436873032276,0.658910791696599,5.15227629556454,17.4858571185144,15.9469185319044,0.868787521077022,25.8191695534763,4.296815889029,9.9078814627995,0.56632344612095,1.75,9.75,6,2.75,1077
"89",6.29633256524225,0.628562498190967,5.52332879572369,18.4537538470151,17.1845943443081,0.847525566868682,26.62427686363,4.84206586826347,11.0774131736527,0.562888393494233,2.5,10.25,6.5,2.75,1078
"90",6.63863488301353,0.589551224645846,5.8084786880745,18.5792462299213,17.3161414410565,0.818635096090783,36.0122934254974,5.07313681868743,11.9376418242492,0.57503023684441,2.5,10.25,7,3,1079
"91",5.85658091898152,0.592165555589599,5.23331276707319,14.0314044624078,12.3097041596091,0.874019330326851,21.4317375934254,3.75394917582418,8.85252747252747,0.575946057498945,1.25,8.5,5.5,3.75,108
"92",7.17609570745785,0.585543287390941,6.28198062792174,18.857997219451,17.7484767163704,0.804168710742071,34.5221884640519,5.17979074889868,12.4776211453744,0.584873535704451,2.75,11,7.25,3.5,1080
"93",7.90597880688294,0.537755851225442,6.93913898961673,18.445374277657,16.9667462138771,0.768858179021209,32.7608243225409,4.78733090530697,12.7250884495317,0.623788005537742,2.5,11,7.75,3.75,1081
"94",8.37000551271823,0.515721116400249,7.34217232612279,18.9833420775456,17.8391947447581,0.743320930091251,38.5447315633921,5.02032308494007,13.3588744137572,0.624195652309594,2.5,11.25,8,4,1082
"95",8.3934789158891,0.494001002108538,7.35442968732226,18.7114768953647,17.5088508834202,0.737571346685409,37.936853943079,5.26665825340737,13.7347097425543,0.616543898478635,3.25,11.75,8,4,1083
"96",8.86584552852814,0.48466587575057,7.7740551359086,19.0718353668654,17.9939185514316,0.716748814238916,41.6663562114353,4.88503556910569,13.8295731707317,0.64676888369598,3.25,13.25,8.5,4.25,1084
"97",8.98867865893058,0.472195557225,7.87497666879162,18.8930844081409,17.7066888012886,0.724802953806147,38.9484856506426,4.99204946996466,14.0408884401817,0.644463419018515,3.25,13.5,8.75,4.25,1085
"98",9.41448905372515,0.433865146452718,8.28385865721245,18.6655255141565,17.3626021527773,0.694113229800936,42.7114023533823,4.78288490284006,14.1181863477828,0.661225260453429,2.75,12.5,8.25,4.25,1086
"99",5.5415576465357,0.698381939662437,4.85864946001635,17.401100634174,15.4922784078652,0.882330290463775,28.713512747352,4.16833452466047,9.44080057183703,0.558476583321219,1.75,9.75,6,3,1087
"100",5.97445201155983,0.699706823178317,5.2448891975745,18.0999573969894,16.6040296532843,0.860445755521384,27.0106563955126,4.67708333333333,10.4763846153846,0.553559409563389,2.25,10,6.75,3,1088
"101",6.38640988306515,0.640199318618004,5.58993002307441,18.6925963979974,17.36951225129,0.840990802685639,27.4543267963778,5.05412679425837,11.4727631578947,0.559467346732379,2.25,10.25,6.75,3,1089
"102",5.9885596010142,0.572296027489548,5.35007189657298,14.6539354489737,13.0286629640385,0.833409508099842,42.7815291316701,4.11623086734694,9.32977040816326,0.558806842262124,1.25,8.5,5.5,3.75,109
"103",6.44570004095619,0.609012405633249,5.66105060655156,17.209274147359,15.8236339257823,0.834308718505303,28.3905087974437,4.55906515580737,10.8770878186969,0.580856086500407,2,10,6.5,3,1090
"104",7.2456220012794,0.586468245651466,6.35476722070072,18.1053010896792,16.5798868162983,0.79498568929524,37.3367284704074,4.66730558598028,11.9658488499452,0.609947806920389,2.25,10.5,7.5,3.75,1091
"105",7.62222355499483,0.55266224397857,6.69030081691612,18.4194464261115,17.0255126410536,0.779315729636055,39.9538075243504,4.84749455337691,12.4235620915033,0.609814438268698,2.5,10.75,7.25,3.5,1092
"106",7.6010046521155,0.537578457622261,6.67971603550299,18.2593251784667,16.9749481360223,0.78371609737144,31.8422896218548,4.78514799154334,12.4078858350951,0.614346226654603,2.5,10.5,7.25,3.5,1093
"107",8.34814691866723,0.513797927249524,7.30058907421618,18.8858767629424,17.82507578065,0.749575439528246,36.1523428704769,5.15228097459824,13.5790150336962,0.620570346095582,3,12.25,8.25,4,1094
"108",8.77128777181909,0.472821563086932,7.70256039717726,18.2401708656892,16.9257953669486,0.728342574212263,38.262052239716,4.76517857142857,13.4972142857143,0.646950958134218,2.75,11.75,8,4,1095
"109",8.87496520300932,0.463615514455848,7.77254169022322,18.3732777094159,17.3337049732721,0.715098006508062,49.3671833679594,4.87424318869828,13.6621997981837,0.643231451691528,3,13.25,8.25,4.25,1096
"110",5.41030930384355,0.68612117559463,4.76338295269324,18.2091619857743,16.7590303423172,0.874336447785279,35.8090986846031,4.69712491738268,10.0102577660278,0.530768834612479,2,9.5,6.25,2.5,1097
"111",5.89099475253964,0.658184116484801,5.14619596797227,19.0548255329096,17.8230136932065,0.858319337711142,31.9947721009735,5.36046153846154,11.4233846153846,0.530746646554975,3.25,10.5,7,2.25,1098
"112",6.17812277541494,0.653721425348894,5.41799094025423,19.2052656231342,17.9773100119794,0.85208135274902,24.6779121183799,5.13594327990136,11.2885819975339,0.545032026075255,2.25,10,6.75,2.75,1099
"113",5.81987861063548,0.516761775140835,5.2096785489876,13.1752324270785,11.2325194539513,0.818687323865854,34.0494470090607,3.07134799774394,8.13996615905245,0.622682952517156,1,6.5,4.5,3,11
"114",6.25690831864332,0.552921932210688,5.57378119234666,15.2717276671363,13.3984753761413,0.810599247481429,63.740060918713,4.16281823564239,9.7697098875074,0.57390564473512,1.25,8.5,5.5,3.75,110
"115",6.51561636217425,0.622504627025978,5.70936774149135,18.1711562703478,16.8075832299695,0.837446474139828,29.9014231305026,4.95980847359257,11.4218688334301,0.565762087980211,2.25,10.25,7,3.25,1100
"116",6.82053025290994,0.593951527940666,5.98071319737648,17.9874301805603,16.4296590323453,0.820808695572178,28.7248575429512,4.82754237288136,11.6006440677966,0.583855659679912,2.75,10.5,7,3,1101
"117",7.07499866549059,0.580584930032773,6.19285670885853,18.0041731414433,16.8843560700985,0.807257286231656,28.6984006338853,5.05362991266376,12.0544323144105,0.580765831119032,2.5,10.5,7,3.25,1102
"118",7.41772522685034,0.548986763266131,6.51142077748795,18.2386042720961,16.9182961627475,0.790472429772015,38.0973539449005,4.61372180451128,12.1045542427497,0.618844138166033,2.25,10.5,7.25,3.75,1103
"119",8.15881416298065,0.500979423623632,7.1445745325425,18.0475085740484,16.6338800865097,0.754609809359599,34.9099484606561,4.74885145482389,12.7815416028586,0.628460196557056,2.5,11,7.5,4,1104
"120",8.03416550946165,0.543466029388459,7.03541162072313,18.8683284321841,17.6108767104924,0.769066956953376,33.8209419386259,5.01441299790356,13.0828092243187,0.616717410463905,3,12,8,3.75,1105
"121",5.22647370205896,0.72083105974183,4.59976108752947,18.3454624733813,16.8372443619108,0.903401865764539,16.3176846584045,4.6502581120944,9.71144542772861,0.52115695375101,2,10,6.5,2.5,1106
"122",5.75937989273034,0.662208237387672,5.03416554099011,18.5326657347603,17.0760638514356,0.877417124012095,19.8295924661089,4.74070450097847,10.5267579908676,0.549651991136184,2,9.75,6.5,2.75,1107
"123",6.16817439483407,0.677451531932945,5.39218886439366,18.4096935021751,16.7551115153831,0.856780098706921,24.8893663610405,4.38035828534869,10.6787843889955,0.589807404496092,2.5,10.25,7,3.25,1108
"124",6.48389517049123,0.63412897008755,5.68977881509265,18.1902223003907,16.5554389440773,0.842165456010567,27.7713208912452,4.65091553455405,11.0210868281158,0.577998467202967,2,10,7,3.5,1109
"125",6.46319624019208,0.542087304610279,5.76995909138885,15.1276689703706,13.2729202774697,0.813583405174267,41.970821708243,3.88172196796339,9.71645308924485,0.600500107157408,1.25,8.75,5.5,3.75,111
"126",6.45978158063672,0.610688491986545,5.6693502695338,17.3457070017727,15.8087824711884,0.827452100564736,27.730040272042,4.57474837181764,10.8857312018946,0.579748177961492,2,9.75,6,2.75,1110
"127",7.12193594248771,0.607032583526011,6.23671152221577,18.8799659886306,17.5210054487038,0.811658160264859,31.2555949381654,4.8870523415978,12.0274600550964,0.593675446086641,3,11,7,2.75,1111
"128",7.59065977177058,0.564386110232014,6.65162022732339,18.526931619435,17.1907350075626,0.792793980018152,34.3722174292336,4.69847743338771,12.231647634584,0.615875344536321,2.75,11.25,7.75,3.75,1112
"129",8.00335424591319,0.533671642492398,7.00822751991757,18.6718832025182,17.2813328405388,0.763313257971794,39.9049018158682,5.0894723092999,13.1258516196447,0.612255840094766,3.25,12,8.25,3.75,1113
"130",5.29233120570007,0.724716067079332,4.65902530507717,17.8843372315418,15.9039530480798,0.903147071019739,17.0469483395972,4.34228441754917,9.39366111951589,0.537743126742371,1.75,9.75,6,2.5,1114
"131",5.83560342436347,0.707845437599559,5.10562742941772,19.1053347830799,17.8002902125221,0.868463658999481,23.9322637349246,4.88923429319372,10.776335078534,0.546298972928853,2.75,10.5,6.75,2.5,1115
"132",5.84573409176214,0.663461261759489,5.12894185847453,17.7256521200423,16.1321238379551,0.873485906381204,25.7836802312716,4.5046178343949,10.1231592356688,0.555018573794339,2.5,10.25,6.25,2.5,1116
"133",6.63814992921761,0.650527578819866,5.83011329654055,18.7948603290178,17.4499750710811,0.83318798785122,25.286896173415,5.01402404121351,11.7134516313681,0.57194307886275,2.5,10.5,7,3,1117
"134",6.66044929910731,0.600419201355255,5.85094257892203,17.732235241239,16.169366097945,0.816916747259537,40.9016553311733,4.62949743003998,11.1455396916048,0.584632278190434,2,10,6.5,3,1118
"135",6.73715551877612,0.61271605095618,5.89491534125803,18.4475723412076,17.1926027340748,0.831940255659104,24.394605313163,4.74272116461366,11.3995856662934,0.58395670654618,2.25,10,6.5,3,1119
"136",6.59460357430746,0.532269222094494,5.85349747732778,15.8325165344239,14.1575829246075,0.81575815325067,27.5839201536566,4.2318860619469,10.2488716814159,0.587087613788697,1.25,8.5,5.5,3.75,112
"137",7.27223674057117,0.564186357407174,6.36019595913837,17.9411696366842,16.4500944350684,0.792826487155474,35.946526134857,4.74933226495726,12.0377457264957,0.605463317396402,2.5,10.5,6.75,3.5,1120
"138",5.07838078869118,0.743173354052966,4.4675448518268,17.3712775329162,15.283774646608,0.906184990903355,20.3583119395873,4.08277027027027,8.90986486486486,0.541769675276417,1.75,9.5,6,2.5,1121
"139",5.62911390090486,0.71713735969766,4.92035077243,18.9719996682387,17.5925327056209,0.873431898703025,46.9058785714587,5.12508674531575,10.7093962526024,0.521440179779475,2.5,10.5,7,2.75,1122
